Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1993-01-29,25.64557507841889,25.64557507841889,25.517985152655612,25.627347946166992,1003200,0.0,0
1993-02-01,25.64556433790821,25.809608459472656,25.64556433790821,25.809608459472656,480500,0.0,0
1993-02-02,25.791383639786595,25.882519271022588,25.736702261044996,25.86429214477539,201300,0.0,0
1993-02-03,25.90075215535184,26.155931979542498,25.882525025052505,26.137704849243164,529400,0.0,0
1993-02-04,26.228845086362625,26.30175362030665,25.93721095058653,26.247072219848633,531500,0.0,0
1993-02-05,26.228853225708008,26.28353464313478,26.083036112569953,26.228853225708008,492100,0.0,0
1993-02-08,26.228853225708008,26.319988921419295,26.192398947423495,26.228853225708008,596100,0.0,0
1993-02-09,26.13771121997446,26.13771121997446,25.99189414203876,26.04657554626465,122100,0.0,0
1993-02-10,26.04658214401149,26.10126356208849,25.97367358657549,26.083036422729492,379600,0.0,0
1993-02-11,26.119481401085356,26.319979862642885,26.119481401085356,26.210617065429688,19500,0.0,0
1993-02-12,26.174160760185814,26.174160760185814,26.010116577148438,26.010116577148438,42500,0.0,0
1993-02-16,25.937203342155275,25.937203342155275,25.317480985420715,25.35393524169922,374800,0.0,0
1993-02-17,25.353939564107993,25.39039382660132,25.244576776628016,25.335712432861328,210900,0.0,0
1993-02-18,25.627352838811472,25.627352838811472,24.971175952469213,25.31749153137207,378100,0.0,0
1993-02-19,25.317477576530816,25.408613204956055,25.28102332516072,25.408613204956055,34900,0.0,0
1993-02-22,25.48152110472673,25.536202480487947,25.408612603711777,25.49974822998047,513600,0.0,0
1993-02-23,25.572662977019434,25.59089010672508,25.3539374205517,25.48152732849121,373700,0.0,0
1993-02-24,25.49974734096204,25.809608459472656,25.49974734096204,25.809608459472656,26300,0.0,0
1993-02-25,25.791383639786595,25.882519271022588,25.736702261044996,25.86429214477539,44500,0.0,0
1993-02-26,25.918978243458024,25.918978243458024,25.773161206926616,25.9007511138916,66200,0.0,0
1993-03-01,25.991883040315766,25.991883040315766,25.79138464379159,25.827838897705078,66500,0.0,0
1993-03-02,25.846074408052363,26.210617065429688,25.80962014231463,26.210617065429688,182400,0.0,0
1993-03-03,26.247072087760777,26.338207754732167,26.210617820972217,26.31998062133789,280100,0.0,0
1993-03-04,26.35642170972479,26.35642170972479,26.174150466918945,26.174150466918945,89500,0.0,0
1993-03-05,26.210625880257375,26.319988714250105,26.08303590726586,26.10126304626465,40000,0.0,0
1993-03-08,26.155932034299674,26.684518814086914,26.155932034299674,26.684518814086914,50800,0.0,0
1993-03-09,26.629851420339122,26.64807856025722,26.53871572074864,26.59339714050293,169300,0.0,0
1993-03-10,26.593382270489446,26.64806365966797,26.484019492132393,26.64806365966797,194400,0.0,0
1993-03-11,26.66628707943303,26.739195588194296,26.538697189100812,26.575151443481445,70900,0.0,0
1993-03-12,26.356441132987612,26.374668270700603,26.137715480431698,26.301759719848633,643600,0.0,0
1993-03-15,26.283536590050005,26.429353713989258,26.283536590050005,26.429353713989258,310800,0.0,0
1993-03-16,26.429353713989258,26.502262275958884,26.429353713989258,26.429353713989258,30800,0.0,0
1993-03-17,26.392888775308624,26.392888775308624,26.22884457711955,26.26529884338379,21800,0.0,0
1993-03-18,26.374672292512038,26.538716556943694,26.374672292512038,26.429353713989258,59300,0.0,0
1993-03-19,26.53584323038582,26.53584323038582,26.38933753967285,26.38933753967285,66900,0.213,0
1993-03-22,26.13297190802628,26.297790931973186,26.11465868314329,26.24285125732422,183400,0.0,0
1993-03-23,26.316086573853134,26.334399786500214,26.261146935911896,26.297773361206055,55200,0.0,0
1993-03-24,26.261146935911896,26.407652637088532,26.132954447382343,26.297773361206055,37200,0.0,0
1993-03-25,26.316091166565574,26.51753654083991,26.27946473487933,26.462596893310547,110100,0.0,0
1993-03-26,26.444289800103704,26.46260302018688,26.29778403943831,26.316097259521484,101500,0.0,0
1993-03-29,26.334411602588634,26.55417025295794,26.334411602588634,26.42597770690918,87100,0.0,0
1993-03-30,26.46259918160165,26.499225616455078,26.425972746748222,26.499225616455078,56000,0.0,0
1993-03-31,26.57247925200403,26.645732123822096,26.480913162231445,26.480913162231445,111600,0.0,0
1993-04-01,26.517530019046696,26.517530019046696,26.33439790565549,26.38933753967285,129500,0.0,0
1993-04-02,26.169580758336078,26.169580758336078,25.839942932128906,25.839942932128906,59400,0.0,0
1993-04-05,26.041394423362398,26.041394423362398,25.894888688209868,25.968141555786133,172200,0.0,0
1993-04-06,26.023086189043404,26.023086189043404,25.821640764638424,25.894893646240234,129700,0.0,0
1993-04-07,25.93151055430761,25.9864501953125,25.87657091330272,25.9864501953125,28000,0.0,0
1993-04-08,26.096327168552826,26.096327168552826,25.839942199879324,25.94982147216797,180800,0.0,0
1993-04-12,26.206217939022437,26.33441047960466,26.16959149885609,26.316097259521484,348500,0.0,0
1993-04-13,26.297776042090522,26.46259497271644,26.27946282757653,26.371028900146484,146100,0.0,0
1993-04-14,26.38934172708567,26.407654941330698,26.31608887010556,26.334402084350586,119600,0.0,0
1993-04-15,26.31608887010556,26.38934172708567,26.224522798880418,26.334402084350586,148600,0.0,0
1993-04-16,26.352715298595616,26.38934172708567,26.29777565586053,26.334402084350586,47900,0.0,0
1993-04-19,26.334399002224373,26.40765185063112,26.206206517512573,26.224519729614258,157000,0.0,0
1993-04-20,26.18790054321289,26.224526977539064,25.931515502929688,26.09633445739746,279500,0.0,0
1993-04-21,26.151267223143844,26.151267223143844,26.004761524414747,26.078014373779297,67900,0.0,0
1993-04-22,25.96813539692213,26.187893947530778,25.748376846313477,25.748376846313477,97700,0.0,0
1993-04-23,25.69344559124538,25.766698465347293,25.60187949861799,25.638505935668945,106000,0.0,0
1993-04-26,25.656821862667737,25.74838796496134,25.363810335328203,25.437063217163086,62600,0.0,0
1993-04-27,25.400423537631998,25.711748123168945,25.400423537631998,25.711748123168945,156800,0.0,0
1993-04-28,25.67512588174236,25.7300655234294,25.62018624005532,25.65681266784668,85900,0.0,0
1993-04-29,25.711753471065432,25.766693115234375,25.565247753281582,25.766693115234375,85000,0.0,0
1993-04-30,25.85827104448003,25.949837160076633,25.80333137512207,25.80333137512207,88500,0.0,0
1993-05-03,25.839949037527667,25.968141555786133,25.73006973616327,25.968141555786133,80500,0.0,0
1993-05-04,26.02308120781154,26.15127372607662,25.986454774021517,26.059707641601562,149100,0.0,0
1993-05-05,26.059698893460848,26.224517790186884,26.059698893460848,26.132951736450195,109000,0.0,0
1993-05-06,26.096338662417125,26.114651882531103,26.023085781961218,26.041399002075195,54700,0.0,0
1993-05-07,26.059703049985686,26.059703049985686,25.949823767975907,25.9864501953125,68000,0.0,0
1993-05-10,26.023085781961218,26.18790476298701,26.023085781961218,26.041399002075195,113900,0.0,0
1993-05-11,26.04139442604129,26.151273727416992,25.96814155845749,26.151273727416992,42600,0.0,0
1993-05-12,26.041394045108834,26.13296012824916,26.041394045108834,26.114646911621094,31000,0.0,0
1993-05-13,26.004776829434594,26.004776829434594,25.78501815200275,25.80333137512207,129100,0.0,0
1993-05-14,25.80332832715728,25.876581210981715,25.766701885245062,25.785015106201172,63500,0.0,0
1993-05-17,25.858275595069014,25.876588821411133,25.748396237016312,25.876588821411133,34000,0.0,0
1993-05-18,25.894895180764347,25.913208402250035,25.766702630364524,25.85826873779297,105200,0.0,0
1993-05-19,25.858254410838352,26.38933753967285,25.69343550878627,26.38933753967285,50200,0.0,0
1993-05-20,26.38934402993806,26.462596893310547,26.334404382408696,26.462596893310547,98200,0.0,0
1993-05-21,26.48090469903786,26.517531123241234,26.206206517512573,26.224519729614258,221400,0.0,0
1993-05-24,26.2794624416155,26.425968155575728,26.2794624416155,26.334402084350586,30500,0.0,0
1993-05-25,26.444277173690214,26.444277173690214,26.38933753967285,26.38933753967285,191800,0.0,0
1993-05-26,26.462592000091952,26.73729018694412,26.44427878763514,26.718976974487305,102400,0.0,0
1993-05-27,26.75561295841222,26.75561295841222,26.590793987415843,26.62742042541504,53800,0.0,0
1993-05-28,26.609104921015362,26.609104921015362,26.371033094468082,26.499225616455078,79100,0.0,0
1993-06-01,26.590805727353576,26.847190906542938,26.554179273183667,26.755624771118164,28300,0.0,0
1993-06-02,26.682350549573684,26.81054303677136,26.572471274832818,26.718976974487305,20300,0.0,0
1993-06-03,26.664046863414235,26.664046863414235,26.572480768416245,26.62742042541504,21600,0.0,0
1993-06-04,26.55416564994059,26.55416564994059,26.42597312611329,26.535852432250977,32000,0.0,0
1993-06-07,26.59080167754535,26.59080167754535,26.44429588317871,26.44429588317871,121400,0.0,0
1993-06-08,26.37103386645047,26.37103386645047,26.206214904785156,26.206214904785156,104500,0.0,0
1993-06-09,26.297773361206055,26.407652637088532,26.261146935911896,26.297773361206055,43300,0.0,0
1993-06-10,26.279470819355137,26.33441047960466,26.224531159105613,26.316097259521484,17900,0.0,0
1993-06-11,26.40766448604507,26.462604148637396,26.316098381724526,26.42597770690918,647400,0.0,0
1993-06-14,26.462590385029333,26.480903596368456,26.38933753967285,26.38933753967285,64200,0.0,0
1993-06-15,26.425968155575728,26.444281369820757,26.334402084350586,26.334402084350586,142400,0.0,0
1993-06-16,26.33439790565549,26.38933753967285,26.261145060299008,26.38933753967285,330900,0.0,0
1993-06-17,26.44428672632241,26.480913162231445,26.38934707245886,26.480913162231445,37400,0.0,0
